pros,cons,overall_rating,link,tittle,author,city,state,comment,work_life_balance,compensation_benefits,job_security_advancement,Management,Culture
"[""None""]","[""Poor management and benefits short staffing lack of teamwork bossy incompetent managers""]",1.0,https://www.indeed.com/cmp/Elderwood/reviews/one?id=d66a6d5f086c30e3,One,Registered Nurse/Charge Nurse,Ticonderoga,NY,I consider this company very poor to work for they hire per diem nurses which offers no benefits.continuity for the residents is poor as nurses are forced to work all over different units making it difficult to develop routines and get to know the residents. The unit managers are lazy sit in there offices and go to meetings they give no help or support to their team members. Some of the staff use sarcastic and foul language around other team members and residents and are not reprimanded or held accountable for there actions. Short staffing is a big problem as well as lack of professionalism and I would not recommend working for this company.,1.0,2.0,1.0,1.0,1.0
"[""co workers""]","[""management""]",2.0,https://www.indeed.com/cmp/Elderwood/reviews/terrible-place-to-work?id=dcbb160030439e50,Terrible Place to Work,RN Staff Nurse,Amherst,NY,"I have never in my life wrote a bad review of a work environment as I am with this one. They are so disorganized, not disability friendly what so ever, Basically have to be at your beckon call all the time even when you are ill. bad work environment and everyone is under paid and over worked",2.0,2.0,1.0,1.0,2.0
"[""None""]","[""See description above""]",1.0,https://www.indeed.com/cmp/Elderwood/reviews/do-not-care-about-employees-health-or-wellbeing?id=5efe97be911b5a22,Do not care about employees health or wellbeing,Registered nurse,Ticonderoga,NY,"I worked for this company in Ticonderoga NY for three months overnight and have to say this is the most abusive company towards its workers I have ever even heard of let alone had the displeasure of working for. This company literally wrote me up for being in the hospital. You read that correctly. I was sick and in the hospital with a chronic illness I revealed to them in the interview and they hired me fully aware of the severity of my illness which is severe. I was hospitalized with a bout and they wrote me up for ""missing work during your three month probationary period."" I had a second bout a few weeks later and was forced to come in at threat of my job. I could not function and it was a dangerous situation for me. They then threatened me with patient abandonment as I could not perform my duties and they got no one to take my place from their ultra skeleton crew that they had to staff it. They have so little staff they cannot handle any crises or emergencies. I was subsequently fired. The second bout nearly killed me. I almost passed away for real and it took me a month to recover and they terminated me for ""too many absences in the probationary period."" This company literally did not care that I almost died and they contributed to it. This is not exaggerated or overblown. It is a documented fact. They force all workers to make up every single day they miss during their own free time. They schedule you without asking or coordinating it with you. The level of disregard for my health and even my life was astounding and disturbing. DO NOT WORK FOR THIS COMPANY NO MATTER WHAT BONUSES OR ANYTHING THEY OFFER YOU. YOU WILL REGRET IT AND YOUR LIFE COULD BE IN JEOPARDY AS WELL AS YOUR CAREER. The experience has driven me from the nursing profession permanently. Nursing is not worth losing my life. - less",1.0,1.0,1.0,1.0,1.0
[],[],3.0,https://www.indeed.com/cmp/Elderwood/reviews/registered-nurse-supervisor?id=e0e03b39318977bb,Registered nurse supervisor,Registered Nurse,Hornell,NY,● Work-life balance found it hard to do anything on my days off  ● Management Had a hard time communicating d/t emails and computers not working correctly and management not listening about email being changed and was yelled at and fired for something that I asked another nurse to finish for me because of residents not wanting to take their pills until breakfast was served then I was told i was being fired for leaving them in their rooms after asking the next nurse on to finish giving to a few people I had left wasnt allowed to tell my side when I was fired either was told she didn't want to hear it write my statement on a back of paper  ● Overall I felt their were clicky people and when trying to report off felt staff wasn't listening to me as well as felt management's would expect more the more I did and day shift nurses would try to look for things I did wrong when I first started and came at me yelling about it instead of discussing or helping me when I missed a lot with training,2.0,5.0,1.0,2.0,3.0
"[""Work with schedule""]","[""Healthcare is always draining no matter where you go on some days""]",5.0,https://www.indeed.com/cmp/Elderwood/reviews/training-is-more-than-adequate?id=a923a97d3c24b944,Training is more than adequate,RN Staff Nurse,Hamburg,NY,I'm seeing more in training here than most other locations I worked at with computer training and time with another nurse. Very impressed with training topics too. Above and beyond,5.0,4.0,5.0,5.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Elderwood/reviews/great-management-and-administrator?id=947a1d81293f00f6,Great management and administrator,Registered Nurse,Riverside,RI,"Supportive management, friendly environment & accommodating with schedules. My experience has been great working with the new management and administrator.",5.0,5.0,5.0,5.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Elderwood/reviews/great-place-to-work?id=a1249fbe89d114be,Great place to work,Registered Nurse,Riverside,RI,Riverside is a great place to work. Management works as a team with direct care staff with the common goal of providing quality care to the residents.,5.0,5.0,5.0,5.0,5.0
"[""None""]","[""Too much paperwork, lots of gossiping""]",1.0,https://www.indeed.com/cmp/Elderwood/reviews/glad-to-leave?id=c688f3f6aa625872,Glad to leave,Registered Nurse,,,"I have five years of experience in long term care nursing, primarily working night shifts. As an agency nurse, I had seen many nursing homes and can compare. Unfortunately the Elderwood overwhelms the night nurses with paperwork, which may jeopardize the patient care. The managers of the facility are good people and good nurses, but they are not ones who make all decisions. I think the upper management has too little understanding of the nursing job. Much of the paperwork we do can be computerized, so we wouldn't have to spend so much time writing manually. In addition, the workplace culture isn't the best. There's a plenty of gossiping and talking behind people's backs going on. I can remember facilities where I wouldn't sit for a minute because of the residents and patients needs. But this is the only facility where I cannot get up from the chair because of paperwork.",5.0,3.0,3.0,3.0,1.0
[],[],1.0,https://www.indeed.com/cmp/Elderwood/reviews/the-head-honchos-are-not-understanding-and-have-no-sympathy?id=297e43d24d7ea888,The head honchos are not understanding and have no sympathy,Registered Nurse,Elderwood at Amherst,"They act nice and professional at first. Then they become two faced and nasty (management of Nursing and Human resource department). They are not understanding at all regarding emergencies that occur. I lost my job due to a car accident and had to miss only two days of work per ER doctor’s order. They are not understanding whatsoever and the general orientation is a joke on a computer and they expect you to remember every detail right away. They also through out accusations. They also have not paid me on time and kept telling me my paycheck would come on a certain date and I still have not received my final paycheck. They look for any excuse to terminate someone if it effects them such as being short staffed for two days because the doctor took me out of work so I could recover. Nice at first then get mean, they know how to put on an act.",1.0,5.0,1.0,1.0,1.0
"[""Staff try to help each other""]","[""Not enough money staff or equipment. Filthy facility old and dysfunctional equipment""]",3.0,https://www.indeed.com/cmp/Elderwood/reviews/poor-staffing-constantly-leaving-fast-turnover?id=f58a39872d763f11,"Poor staffing,constantly leaving fast turnover",RN Staff Nurse,Hamburg,NY,"Elderwood in Hamburg rehab unit has significant staffing problems, huge turnover rates and can’t even keep agency nurse who think staffing patient ratios are unsafe . management acts like they do not care. They offer no staff motivation to pick up hours, no bonuses, no lunches . patients are receiving very basic care due to short staffing. The facility is so old , dirty , ugly. I’m ashamed to work there. Call light system fails, ac doesn't work well. Plumbing is awful. Staff are embarrassed . Staff have gone 8 hour shift with no dinner break.",3.0,2.0,3.0,2.0,2.0
[],[],3.0,https://www.indeed.com/cmp/Elderwood/reviews/typical-snf-experience?id=79fefc2bb8f51bb5,Typical SNF experience,Registered Nurse,Ticonderoga,NY,"A great place to get your feet wet, but not a lot of room for potential growth. I began there as an LPN and continued working there through my RN. Once I passed my test I did not receive any further training to increase my responsibility.",,,,,
[],[],3.0,https://www.indeed.com/cmp/Elderwood/reviews/i-liked-my-job-the-responsibilities-wages-needed-to-increase-increase?id=8e7b8be0f5f71681,"I liked my job, the responsibilities. Wages needed to increase. increase",RN,Lake Placid,NY,What is the best part of working at the company? Providing care to the residents and making their families happy with the care that their love ones received. Staff were all very dedicated.  What is the most stressful part about working at the company? Insufficient Staff ratio and and pay rates.  What is the work environment and culture like at the company? The company was new and less family oriented than the Previous Local Company.  What is a typical day like for you at the company? Very busy and tiring due to work load.,,,,,
[],[],1.0,https://www.indeed.com/cmp/Elderwood/reviews/zero-work-life-balance?id=b28a88bb0c98c1da,Zero work life balance,RN,North Creek,NY,"I worked my way up rather quickly, which in hind sight should have raised red flags. I was thrown into a position to which I was not qualified for and was offered ZERO to little assistance. I brought up my apprehension numerous times to management however was told over and over, You'll be fine.... which I was because that is the kind of person I am, I WILL figure it out. Then the worst came... the constant ""can you stay tonight?"" Like EVERYDAY... Scheduling is a joke, they know weeks in advance about scheduling issues however will wait until THAT day to try and fill the spot. Management has their ""click"" and if they don't like you they will find a way to get rid of you (and no this did not happen to me however I did see this happen.) Elderwood is a great company with great benefits however be VERY weary of North Creek....",1.0,1.0,1.0,1.0,1.0
